paper_id,title,doi,journal_id,publication_date,publication_year,volume,issue,abstract,keywords,pdf_url,citation_count
83,Energy-aware elastic scaling algorithm for microservices in Kubernetes clouds,10.1016/j.jnca.2025.104218,9,2025-05-13,2025,Volume 242,issue,"Current elastic scaling algorithms are limited to the perspective of containers, and applications running within containers are treated as monolithic applications when designing scheduling algorithms. In addition, the default scaling mechanisms in Kubernetes fail to effectively distinguish and manage resource consumption of idle containers, leading to resource waste and degraded system performance. Therefore, this paper proposes an energy efficiency model based on Service Level Agreement (SLA) and an energy-aware elastic scaling algorithm based on SLA to reduce the energy consumption of microservices deployed in Kubernetes. The proposed algorithm optimizes the feedback control method in container provisioning by releasing excess container resources, and periodically runs the feedforward control algorithm and the feedback control algorithm to effectively deal with the dynamic changes of the workload. The experimental results show that the energy consumption of Kubernetes clusters in a cloud environment can be reduced by 15.34% compared with the default elastic scaling algorithms in Kubernetes and the latest algorithms.","Kubernetes, Microservice, Elastic scaling, Energy consumption",https://www.sciencedirect.com/science/article/pii/S1084804525001158,0
84,Real-time tracking railway intruders using multiple-agent cooperated large language models with edge stream processing engine,10.1016/j.jnca.2025.104231,9,2025-05-19,2025,Volume 242,issue,"Tracking intruders is crucial for ensuring safe railway operations globally, particularly in high-speed railway systems. Traditional methods either rely on post-processing on cloud platforms or suffer from limited analytical capabilities on edge devices. Although large language models (LLMs) have shown great potential to support general intelligence, challenges remain for edge devices in accurately and timely tracking of intruders along railway lines. This study proposes a novel method that combines a multi-agent cooperative framework (MetaGPT) with an edge stream processing engine (GeoEkuiper). Unlike most methods, this study adopts an agent-cooperative spatial data analysis approach employing a debate-and-vote strategy. Specifically, GeoEkuiper is responsible for processing high-speed and large volume of geospatial data streams regarding location history and object characteristics, while the modified MetaGPT framework facilitates information sharing and decision-making between agents that use LLMs. By enabling each edge device to engage in a debate about the presence of detected targets within their monitoring areas, the system utilizes a simple voting agent to determine which devices are most likely to observe the target. Considering the resource limitations of edge devices, we fine-tuned small yet powerful LLMs to direct GeoEkuiper to iteratively compute spatial affinity relationships using Structured Query Language (SQL) statements, which facilitate human-edge interaction. Based on tests conducted on resource-constrained edge devices such as Raspberry Pi devices interconnected in an unstable networking environment, we found that this approach significantly enhances the accuracy and responsiveness of intruder tracking in real-time scenarios, providing a robust solution for railway security applications.","Intruder tracking, Edge computing, Multi-agent systems, Large language models, Internet of Things",https://www.sciencedirect.com/science/article/pii/S1084804525001286,0
85,A runtime admission control for industrial IoT over bluetooth low energy mesh networks,10.1016/j.jnca.2025.104232,9,2025-05-19,2025,Volume 242,issue,"Bluetooth Low Energy (BLE) is widely used in several industrial IoT applications to save on costs and power consumption. In this context, to widen the coverage area while meeting the constraints of real-time messages, some applications require multi-hop communications with bounded delays. A few approaches in the literature support real-time traffic on BLE mesh networks, but they use offline configurations, which offer a limited flexibility when new connections are dynamically added based on the application requirements. This paper, instead, proposes a Runtime Connection Admission Control for BLE (RAC-BLE) that allows the BLE devices to accept at runtime new connection requests, provided that the relevant transmissions do not overlap with communications from other BLE devices. This way, RAC-BLE by design provides bounded delays on single-hop transmissions, thus enabling BLE-based real-time mesh networks. The paper provides a detailed description of the RAC-BLE approach, an analytical calculation of the worst case end-to-end delays and experimental performance evaluations. The results show that RAC-BLE significantly reduces the maximum end-to-end delays compared with those obtained by another approach in the literature. For instance, a delay reduction of 70% and 92% is measured in the case of one hop and five hops, respectively.","Bluetooth low energy, Connection admission control, Industrial internet of things (IIoT), Real-time mesh networks",https://www.sciencedirect.com/science/article/pii/S1084804525001298,0
86,SAKA: Scalable authentication and key agreement scheme with configurable key evolution in edge-fog-multicloud computing environments,10.1016/j.jnca.2025.104220,9,2025-05-13,2025,Volume 242,issue,"Fog computing can efficiently address problems in centralized cloud computing in multi-cloud environments, such as network congestion, data loss, high latency, and excessive energy consumption. However, it poses additional challenges to authentication and key agreement schemes, especially regarding scalability, overhead, and security. To address these challenges, this paper proposes a scalable authentication and key agreement (SAKA) scheme with configurable key evolution tailored for fog computing in multi-cloud environments. The proposed SAKA scheme integrates a configurable key evolution mechanism with a sound synchronization feature and introduces timing constraints to address concurrency-induced key synchronization issues in multi-cloud environments. This approach allows for tailoring the adjustable key renewal period to specific application needs, thus balancing security and overhead. In addition, the SAKA scheme uses the elliptic curve Diffie–Hellman key exchange method with a pre-shared key to establish session keys between fog gateways and cloud applications. This approach eliminates the need for resource-intensive certificates and ensures perfect forward secrecy. Further, implementing the broadcast mechanism in the proposed SAKA scheme reduces computational and communication overhead in multi-cloud environments, thus enhancing scalability. The results of a comprehensive security analysis conducted using both formal and informal methods prove that the proposed SAKA scheme is secure. Finally, a comparison with existing schemes demonstrates that the SAKA scheme excels in security authentication for fog gateways in multi-cloud environments. The proposed SAKA scheme reduces computational overhead by 50% for single-entity authentication and by up to 67% for multi-entity scenarios.","Fog computing, Multi-cloud application, Authentication and key agreement, Configurable key evolution, Broadcast mechanism, Elliptic curve, Diffie–Hellman ephemeral",https://www.sciencedirect.com/science/article/pii/S1084804525001171,0
87,Large-scale web tracking and cookie compliance: Evaluating one million websites under GDPR with AI categorization,10.1016/j.jnca.2025.104222,9,2025-05-18,2025,Volume 242,issue,"With the increasing prevalence of web-tracking technologies, including tracking cookies, pixel tracking, and browser fingerprinting techniques, there is a pressing need to analyze their impact on user privacy. Despite the growing interest in the scholarly literature, large-scale, fully automatic evaluations of website compliance with privacy regulations remain scarce. In this paper, we present new algorithms, methods, and an AI categorization model designed for massive, fully automatic analyses of web-tracking and cookie compliance and usage with and without valid user consent. Utilizing the recently published Website Evidence Collector (WEC) software from the European Data Protection Supervisor (EDPS), these algorithms are applied to assess over one million websites from Tranco’s top list under European GDPR regulation. A novel 22-category multilabel AI model for website categorization provides content-based context to compliance results, achieving 96.56% accuracy and an F1 score of 0.963. Results reveal that nearly half of the websites utilize tracking cookies, while over half employ pixel tracking without user consent, thus highlighting significant differences between websites’ content categories. Additionally, our analysis demonstrates how web-tracking power is concentrated among just a few companies, with the top 10 tracking firms being responsible for most compliance violations related to obtaining valid user consent. This paper serves as a foundation for ongoing large-scale web-tracking analyses, essential for understanding trends over time and evaluating the effectiveness of privacy regulations.","Web tracking, Cookie tracking, Pixel tracking, Massive analysis, Cookie banners, GDPR impact ",https://www.sciencedirect.com/science/article/pii/S1084804525001195,0
88,PMMJC: A preference-based multi-stage matching-mechanism for JointCloud environments,10.1016/j.jnca.2025.104221,9,2025-05-15,2025,Volume 242,issue,"With the rise of data-intensive applications, the demand for cloud services has increased significantly, driving the emergence of JointCloud, a novel cloud 2.0 architecture. JointCloud facilitates collaboration among Cloud Service Providers (CSPs) to meet global computational demands. However, as consumer needs become increasingly diversified, the challenge of service matching has grown more complex, particularly in balancing user preferences with CSP resource attributes, such as reputation and data relevance. To address this challenge, this paper proposes a preference-based multi-stage matching mechanism (PMMJC). This mechanism integrates user preferences, CSP reputation, data relevance, risk factors, and Quality of Service (QoS) metrics, employing multi-dimensional optimization methods for service matching. First, a rule-based filtering method is used to quickly eliminate CSPs that do not meet basic resource requirements, narrowing the search space. Next, Uniform Manifold Approximation and Projection (UMAP) dimensionality reduction and the Maximal Information Coefficient estimator (MICe) are combined to assess data relevance and optimize computational efficiency. Then, a coverage decision-making method is applied to derive the Pareto optimal solution set, ensuring balanced performance across multiple dimensions for candidate CSPs. Finally, weighted methods and entropy-weighted fuzzy comprehensive evaluation are used to dynamically adapt to user preferences and generate personalized matching results. Experimental results demonstrate that compared to benchmark methods such as AHP-IOWA and Fuzzy-ETDBA, PMMJC excels in matching efficiency, data relevance accuracy, multi-objective balance, and user satisfaction, significantly enhancing service matching quality in the JointCloud environment.","JointCloud, Cloud computing, Service recommendation, Service matching ",https://www.sciencedirect.com/science/article/pii/S1084804525001183,0
89,Decentralized certificate issuance and verification system using Ethereum blockchain technology,10.1016/j.jnca.2025.104190,9,2025-04-01,2025,Volume 242,issue,"The increasing prevalence of fraudulent and inefficient centralized certificate systems poses significant challenges across various sectors, undermining trust and hindering efficient verification processes. This paper aims to overcome these difficulties by offering a decentralized certificate issuance and verification system based on Ethereum blockchain technology and Goerli testnet. It is developed to provide a reliable and transparent way to create and validate credentials in various industries (for example, education—offering a transparent and non-tamper proof validation of academic credentials; healthcare—allowing for the secure validation of medical education; government—speeding up the validation of official documents). Our solution then uses the unique features of decentralized blockchain technology to remove the need for a central authority, closing off an entire attack vector of fraud and the misrepresentation of businesses, which opens the door to greater global trust and security when it comes to digital credentials. Certificate information is securely stored within smart contracts on the Ethereum blockchain, enabling automated verification processes for enhanced efficiency. Tested on the Goerli testnet and incorporating a user-friendly mobile application, our approach offers a robust and scalable solution for certificate management, promising to revolutionize credentialing processes across diverse applications and ensure enhanced security and trustworthiness for future digital ecosystems.","Blockchain, Cybersecurity, DApp (decentralized application), Decentralized system, Distributed ledger, Ethereum, Immutable record, Peer-to-peer network, Transparency ",https://www.sciencedirect.com/science/article/pii/S1084804525000876,0
90,"Clear data, clear roads: Imputing missing data for enhanced intersection flow of connected autonomous vehicles",10.1016/j.jnca.2025.104233,9,2025-05-19,2025,Volume 242,issue,"Urban intersection management affects traffic safety and flow. Particularly with the increasing presence of Connected Autonomous Vehicle (CAV), pedestrians, and cyclists, inefficient control can lead to congestion, delays, and an increased risk of accidents. Data communication failures due to physical obstacles, interference, network issues, or faulty sensors can create information gaps that negatively impact management solutions. We present an intersection management system for CAVs that relies on continuous data communication between vehicles and infrastructure. The system performs conflict analysis to identify potential collisions while dynamically adjusting vehicle speeds. To address missing information, we incorporate data imputation usingPiecewise Cubic Hermite Interpolating Polynomial (PCHIP), a method for smooth time series interpolation method. Simulation results demonstrate that Dynamic Adaptive Intersection Control System (DAICS) sustains high performance under data loss scenarios, reducing average travel time by 68.4% compared to the baseline algorithm, Intersection Management for Autonomous Vehicles (IMAV).","Connected Autonomous Vehicles (CAVs), Intersection traffic management, Vehicular Ad Hoc Network (VANET) ",https://www.sciencedirect.com/science/article/pii/S1084804525001304,0
91,PROM: A persistent routing optimization method based on supervised learning,10.1016/j.jnca.2025.104223,9,2025-05-18,2025,Volume 242,issue,"Traditional Traffic Engineering (TE) typically improves network performance by formulating and solving routing optimization problems based on measured or predicted Traffic Matrices (TMs). However, since network traffic is dynamic, routing strategies optimized for the current measured TMs may not be suitable for future traffic patterns. To adapt to dynamic traffic, one possible solution is to perform more frequent routing updates, but this may lead to service disruptions. Another approach is the two-step method of prediction followed by optimization, which could lead to degraded performance of routing strategies due to inaccuracies in traffic prediction. Additionally, existing approaches focus solely on either distributed or centralized networks, lacking flexibility to adapt to different network architectures. To address these challenges, we propose PROM, a Machine Learning (ML)-based routing optimization model that directly predicts an effective routing strategy in an end-to-end manner based on historical traffic. This routing strategy is applicable across multiple future TMs, thereby reducing the need for frequent routing updates. Furthermore, PROM can be easily extended from a centralized implementation to a distributed one, adapting to different network architectures. To enhance model performance, we have also designed a custom loss function for routing optimization scenarios to avoid overfitting. Extensive simulation results demonstrate that PROM can predict high-quality routing strategies in future unknown traffic scenarios and is adaptable to both centralized and distributed network architectures.","Traffic engineering, Persistent routing, Routing prediction ",https://www.sciencedirect.com/science/article/pii/S1084804525001201,0
92,CPSketch: A ‘couple’ sketch-based heavy flow detection method,10.1016/j.jnca.2025.104245,9,2025-06-03,2025,Volume 242,issue,"One of the core challenges in network measurement for large-scale networks is the accurate and efficient identification of heavy flows. This task has grown increasingly complex due to limited memory resources and the dynamic nature of network traffic patterns. Most current heavy flow detection methods fail to fully consider the mutual collisions between large flows and their sparse distribution, which are caused by the combined effects of hash collisions and the heavy-tailed distribution of network traffic, resulting in an inefficient use of limited memory resources. Additionally, existing approaches uniformly treat all flows. As a result, when the network contains many small flows, heavy flows are frequently and erroneously replaced. To address these issues, we propose CPSketch, a novel method that combines sketch with ‘couple’ buckets to enhance heavy flow detection accuracy. CPSketch optimizes memory utilization by leveraging cold buckets to store more heavy flows. Specifically, it accurately estimates flow sizes by monitoring the number of matched packets for candidate flows in real-time. For small flows, CPSketch rapidly identifies and evicts them based on flow ratios. For other flows, CPSketch calculates replacement probabilities using multidimensional statistical information. To protect heavy flows that have been incorrectly evicted, CPSketch employs a global hash function to provide additional storage opportunities and dynamically constructs couple buckets for these heavy flows. Moreover, CPSketch extends the selection range for minimum flows by leveraging couple buckets in the flow replacement policy, effectively mitigating the impact of hash limitations and improving memory efficiency. Experimental results from trace-driven simulations and Open vSwitch (OVS) tests demonstrate that CPSketch outperforms existing methods in accuracy, even under constrained memory and high traffic loads. It achieves improvements of up to 14.74 % in F1-score while reducing the Average Relative Error (ARE) by 41.72 % and the Average Absolute Error (AAE) by 42.18 %.","Sketch, Network measurement, Heavy flow detection ",https://www.sciencedirect.com/science/article/pii/S1084804525001420,0
93,CuckooAttack: Towards Practical Backdoor Attack against Automatic Speech Recognition Systems,10.1109/TDSC.2025.3548611,10,2025-03-06,2025,Volume 22,Issue 5,"Deep learning-based automatic speech recognition (ASR) systems are capable of transcribing input audio of arbitrary duration into character sequences, which are widely used in daily life. However, recent research has found that deep learning models are vulnerable to backdoor attacks. A malicious adversary can embed a backdoor functionality into the model during the training phase and manipulate the output of the backdoored model by adding a specific trigger to the input during the inference phase. Unfortunately, TrojanModel, the existing state-of-the-art backdoor attack against ASR systems (Zong et al. S&P’23), relies on an overly strong assumption that requires the adversary to modify the model structure beyond data poisoning, which significantly limits its practicability. In this paper, we propose CuckooAttack, a more practical backdoor attack against ASR systems that only requires poisoning a small portion of the training data. We first construct a phoneme-level auxiliary dataset to generate effective, robust, and unnoticeable triggers, while substantially lowering computational expenses. Considering the real-world ASR application scenarios, we propose an adaptive trigger injection mechanism to ensure that the backdoor can be activated on variable-duration input audio under asynchronous temporal conditions. To further enhance the efficacy of CuckooAttack, we design a character-filling strategy tailored for ASR to construct poisoned samples, which facilitates the model in establishing backdoor connections. Extensive experiments show that CuckooAttack achieves comparable performance with TrojanModel under a weaker assumption. Specifically, CuckooAttack achieves an attack success rate of about 99% in the digital domain and over 90% in the physical domain, with a poison rate of only 1%. ","Training, Feature Extraction, Data Models, Automatic Speech Recognition, Training Data, Prediction Algorithms, Glass Box, Toxicology, Probability Distribution, Inference Algorithms, Data Poisoning, Backdoor Attack, Automatic Speech Recognition, Speech Understanding, Automatic Speech Recognition System, Backdoor Attacks, Training Data, Training Phase, Real World Scenarios, Specific Triggers, Digital Domain, Inference Phase, Sequence Of Characters, Audio Input, Attack Success Rate, Asynchronous Condition, Auxiliary Dataset, Small Portion Of Data, Convolutional Layers, Target Model, Multiple Injections, Audio Data, Word Error Rate, Injection Interval, Attack Performance, Attack Target, Natural Sounds, Physical Attacks, Target Text, Human Speech, Virtual Assistant, Target Character ",https://www.computer.org/csdl/journal/tq/2025/05/10916507/24RVzdZVwsg,0
94,EvolGCN: A Co-Evolutionary Graph Convolutional Network Model for Dynamically Spatio-Temporal Anomaly Event Inference,10.1109/TDSC.2025.3548671,10,2025-03-06,2025,Volume 22,Issue 5,"Accurately spatio-temporal anomaly event inference is significant to enhance society’s safety, such as crime prevention and traffic collision reduction, etc. However, it is hard to achieve good performance for its complicated process being influenced by various kinds of factors. Previous works mainly focus on employing feature-based regression or fitting models with supposed spatio-temporal distribution to tackle this challenge, but are normally short of the following considerations: 1) mutual evolutionary influence, i.e., the dynamic evolution of interactions and dependencies among anomaly events, is changing along with the timeline and alters the probabilities or patterns of their occurrences dynamically; 2) messy features, i.e., complex attributes in the data but with noise, are difficult to select and aggregate for the representation learning algorithm with uncertainty and redundancy. To address the research gap, we put forward a co-evolutionary graph convolutional network model to explicate the dynamically spatio-temporal anomaly patterns. Specifically, we firstly take advantage of a fuzzy-rough set-based algorithm to select features by discovering the specialty and permanence attributes of different interaction features. Then, we propose a co-evolutionary learning method to embed the dynamically temporal influence into latent features with selected interaction information. Finally, we design a graph convolutional network with an attention mechanism to formulate the mutually spatial effects among the anomaly events. The proposed model is verified on the New York City crime records from the real-world, and extensive experiments show that our approach achieves 0.10129, 0.09958 and 0.10034 of the MAE (hour) in the action, location, and action-location time inference tasks, and 0.7973 and 0.4678 of the accuracy in the action and location type inference tasks, which outperform state-of-arts by 24.00%, 50.60%, 11.10%, 10.56% and 21.53% at most, respectively. Hyper-parameter and ablation experiments are also carried out further to demonstrate the sensitivity and effectiveness of our model. ","Graph Convolutional Networks, Feature Extraction, Heuristic Algorithms, Data Mining, Data Models, Urban Areas, Computational Modeling, Aggregates, Accuracy, Public Security, Anomaly Event Inference, Co Evolutionary Process, Graph Convolutional Network, Public Security, Spatio Temporal Data, Graph Convolutional Network, Graph Convolution, Coevolutionary Model, Events Inferred, Graph Convolutional Model, Anomaly Events, Activity Time, Attention Mechanism, Type Of Action, Interaction Information, Latent Features, Crime Prevention, Inference Task, Dynamic Process, Computational Complexity, Pattern Of Effects, Temporal Features, Dynamic Patterns, Fuzzy Set, Traffic Flow, Location Of Events, Spatial Influence, Inference Results, Useless Information, Co Evolutionary Processes, Spatiotemporal Data, Frequent Attendance, Feature Aggregation, Feature Selection Approach, Neighboring Locations ",https://www.computer.org/csdl/journal/tq/2025/05/10916522/24RVyUP9rI4,0
95,QuicCourier: Leveraging the Dynamics of QUIC- Based Website Browsing Behaviors Through Proxy for Covert Communication,10.1109/TDSC.2025.3549149,10,2025-03-07,2025,Volume 22,Issue 5,"Network covert channels transmit secret messages by manipulating network traffic, including packet headers, timing intervals, and communication patterns. The growth of network services has spurred interest in exploring these channels. Yet, the practical application of these channels faces challenges in transmission rate and reliability due to unpredictable network interference. QUIC-based websites offer promising opportunities for covert communication, given their inherent dynamic nature from web resource updates and network interferences. Repeated visits or refresh actions on the same website generate substantial statistical redundancy. Furthermore, widely used proxy tools introduce additional traffic morphology changes. This paper presents QuicCourier, a covert channel leveraging web traffic's dynamic characteristics and proxy service encapsulation to hide messages in QUIC packets from the service node to the client. Guided by a generative model for web resource patterns, QuicCourier ensures that covert traffic closely resembles legitimate traffic, employing three packet-wise meta operations. The altered QUIC flows are then encased in proxy protocols, complicating the detection of embedded information. The covert receiver is incorporated into the proxy client. The efficacy of QuicCourier is evaluated using a dataset of over 30,000 web browsing traffic samples, demonstrating its exceptional undetectability against state-of-the-art traffic classification tools and a high covert transmission rate. ","Protocols, Encoding, Streaming Media, Reliability, Games, Payloads, Modulation, Encapsulation, Telecommunication Traffic, Resilience, Network Covert Channel, Packet Manipulation, Proxy Service, QUIC, Traffic Analysis, Covert Communication, Dynamic Characteristics, Online Resource, Network Services, Traffic Characteristics, Secret Message, Web Browsing, Packet Header, Network Interference, Deep Learning, Receiver Operating Characteristic Curve, Spatial Patterns, Convolutional Neural Network, Long Short Term Memory, Precision And Recall, Dynamic Patterns, Typical Scenario, Internet Gaming, Spatiotemporal Characteristics, Adversary Model, Intrinsic Component, Traffic Patterns, Network Packets, Packet Length, Packet Loss, Gated Recurrent Unit, Domain Name, Real World Environments ",https://www.computer.org/csdl/journal/tq/2025/05/10916752/24TAwn09eRq,0
96,SecPQ: Secure Prediction Queries on Encrypted Outsourced Databases,10.1109/TDSC.2025.3549052,10,2025-03-07,2025,Volume 22,Issue 5,"Prediction queries have revolutionized data search by integrating machine learning models and traditional data processing operations for advanced analytics. However, existing prediction query frameworks for outsourced databases face a critical security vulnerability: data flows are processed in plaintext on semi-honest servers, making them susceptible to data breaches. The main challenge in achieving secure prediction queries is that machine learning inference and data processing operations are distinct functionalities, while most current cryptographic frameworks support only a single type of operation on specific encrypted data. To bridge this crucial gap, we propose  S e c P Q , the first framework tailored for secure prediction queries. Our approach unifies decision tree pipelines and data processing operations, such as selection, projection, and equality-joining, through equality matching on encrypted outsourced data. This enables the design of secure prediction queries with decision tree pipelines operating on encrypted data. We provide formal security definitions and proofs for  S e c P Q . To further optimize the efficiency of secure prediction queries, we leverage order-preserving encryption to construct  S e c P Q o p e , which offers improved query efficiency at the expense of weaker security properties compared with  S e c P Q . Extensive experimental evaluations on billions of records demonstrate the feasibility and effectiveness of both  S e c P Q  and  S e c P Q o p e .","Decision Trees, Databases, Pipelines, Data Processing, Machine Learning, Encryption, Predictive Models, Data Breach, Servers, Decision Feedback Equalizers, Prediction Queries, Encrypted Databases, Searchable Encryption, Machine Learning Models, Machine Learning, Decision Tree, Machine Learning Models, Information Leakage, Encrypted Data, Security Proof, Definition Of Security, Query Efficiency, Computational Efficiency, Time Cost, Cloud Computing, Confidential Information, Decision Rules, Hash Function, Communication Cost, Storage Cost, Symmetric Encryption, Tree Depth, Query Results, Encryption Scheme, Bloom Filter, Cloud Database, Hospital Dataset, Multi Party Computation, Chosen Plaintext, Inner Nodes, Security Parameter, Broad Range Of Models, Query Performance, Cost Comparison ",https://www.computer.org/csdl/journal/tq/2025/05/10916784/24TAvZuhqO4,0
97,An Effective and Resilient Backdoor Attack Framework Against Deep Neural Networks and Vision Transformers,10.1109/TDSC.2025.3548970,10,2025-03-07,2025,Volume 22,Issue 5,"Recent studies have revealed the vulnerability of Deep Neural Network (DNN) models to backdoor attacks. However, existing backdoor attacks arbitrarily set the trigger mask or use a randomly selected trigger, which restricts the effectiveness and robustness of the generated backdoor triggers. In this paper, we propose a novel attention-based mask generation methodology that searches for the optimal trigger shape and location. We also introduce a Quality-of-Experience (QoE) term into the loss function and carefully adjust the transparency value of the trigger in order to make the backdoored samples to be more natural. To further improve the prediction accuracy of the victim model, we propose an alternating retraining algorithm in the backdoor injection process. The victim model is retrained with mixed poisoned datasets in even iterations and with only benign samples in odd iterations. Besides, we launch the backdoor attack under a co-optimized attack framework that alternately optimizes the backdoor trigger and backdoored model to further improve the attack performance. Apart from DNN models, we also extend our proposed attack method against vision transformers. We evaluate our proposed method with extensive experiments on VGG-Flower, CIFAR-10, GTSRB, CIFAR-100, and ImageNette datasets. It is shown that we can increase the attack success rate by as much as 82% over baselines when the poison ratio is low and achieve a high QoE of the backdoored samples. Our proposed backdoor attack framework also showcases robustness against state-of-the-art backdoor defenses. ","Transformers, Training, Computer Vision, Vectors, Quality Of Experience, Cloud Computing, Predictive Models, Data Models, Computational Modeling, Electronic Mail, Backdoor Attacks, Quality Of Experience Qo E, Attention Mechanism, Co Optimization Framework, Transformer, Deep Neural Network, Vision Transformer, Backdoor Attacks, Attack Framework, Loss Function, Prediction Accuracy, Poissons Ratio, Deep Neural Network Model, Benign Samples, Transparency Values, Attack Success Rate, Attack Performance, Convolutional Neural Network, Attention Mechanism, Input Samples, Perception Of Quality, Part Of The Image, Attention Module, Residual Network, Structural Similarity Index Measure, Target Label, Attention Map, Clean Samples, Adversarial Examples, Attention Block, Electrical Brain Stimulation, Luminance Difference, Threat Model, Attention Layer ",https://www.computer.org/csdl/journal/tq/2025/05/10916946/24TAwgvVDy0,0
98,Google Map-Based Password Authentication Systems Using Tolerant Distance and Homomorphic Encryption,10.1109/TDSC.2025.3549028,10,2025-03-10,2025,Volume 22,Issue 5,"Passwords are widely used for authentication in Internet applications. Recently, users tend to adopt graphical passwords instead of traditional alphanumeric passwords, since it is much easier for humans to remember images than verbal representations. However, the existing graphical password authentication systems generally suffer from three main issues. 1) It is required to remember and perform complicated operations during the registration/login phases, which significantly limits the systems’ usability; 2) The users’ passwords are simply stored as plaintexts in servers, and thus the security is compromised; 3) The users need to register/login to each server separately when they are applied in multi-server environment. To address the above issues, we propose a user-friendly and secure Google map-based graphical password (FS-GMGP) system using tolerant distance and homomorphic encryption. By using a homomorphic encryption scheme, each user encrypts his password point and response point selected on Google map, while the servers compute and decrypt the distance between the two encrypted points and then compare the resulting value with a tolerant distance for authentication. Moreover, the FS-GMGP system is extended for multi-server environment. The evaluation results and security analysis show that the FS-GMGP and its extended version achieve desirable usability and security in single-server environment and multi-server environment, respectively. ","Passwords, Servers, Authentication, Usability, Security, Cryptography, Electronic Mail, Web Services, Satellite Images, Photography, Authentication, Graphical Password, Homomorphic Encryption, Digital Forensics, Information Security, Network Security, Authentication System, Password Authentication, Plaintext, Security Analysis, Internet Applications, Representative Expression, Average Probability, Data Resources, Application Programming Interface, Distance Calculation, Security Level, Registration Process, Secret Key, Percentage Of Users, Random Guessing, Scribble, Total Accuracy, Security Scheme, Registration Phase, Authentication Scheme, Multiple Servers, Replay Attacks, Password Strength, Different Levels Of Access, Single Picture, Smartphone, Common Attacks ",https://www.computer.org/csdl/journal/tq/2025/05/10919129/251y3YoOiiI,0
99,Hazardous Behavior Analysis for Complex Pre-Existing Software in Safety-Critical Context: Approach and Application to the Linux Dynamic Memory Allocator,10.1109/TDSC.2025.3549975,10,2025-03-10,2025,Volume 22,Issue 5,"As system designers are transitioning to the usage of pre-existing software architectural elements to reduce time-to-market and costs, they face challenges in safety-critical applications. Pre-existing software may have been implemented without following any safety and/or quality standard, and its documentation may be incomplete or unclear. As recommended by part 6 of the functional safety standard ISO 26262 (product development at the software level), stringent rules and guidelines must be followed during the implementation of a new software. The qualification of a pre-existing software according to ISO 26262 may hence be very time consuming and expensive if not addressed in a structured way. This work presents STPA for Pre-existing Software (STPA-PES), a new software hazardous behavior analysis approach designed to identify criticalities or abnormal conditions in complex pre-existing software to be mitigated with adequate safety measures. The major challenge in such a process consists in the definition of a model that correctly represents the system under analysis when the architectural design of pre-existing software is not available. As a relevant example, the proposed approach is finally applied to dynamic memory allocator (DynMA) in Linux kernel to show how STPA-PES is able to derive safety requirements of this software architectural element. ","Software, Control Systems, ISO Standards, Analytical Models, Hazards, Standards, Linux, Guidelines, Software Systems, Dynamic Scheduling, System Design And Analysis, Software And System Safety, Operating Systems, Systems And Software, Reusable Software, Control Structures, Dynamic Memory, Pre Existing Software, Safety Standards, Safety Critical Applications, Data Structure, Active Control, Control Structure, Global Context, Application Programming Interface, State Machine, Static Analysis, Global Variables, Software Components, Space Usage, Dynamic Allocation, Complex Software, Function Calls, Cascading Failures, System Calls, Loss Scenario, Call Graph, Kernel Space, Fault Tree Analysis, Wrong Order, Global Structure Of Data, Harmful Conditions, Code Examples, Failure Analysis, Smooth Function ",https://www.computer.org/csdl/journal/tq/2025/05/10919144/251y4wFafLy,0
100,Blockchain-Assisted Revocable Cross-Domain Authentication for Vehicular Ad-Hoc Networks,10.1109/TDSC.2025.3549748,10,2025-03-10,2025,Volume 22,Issue 5,"With the rapid development of vehicular ad-hoc networks (VANETs) and the increasing diversification of user demands, interactions between different management domains have become more frequent. Identity authentication is an effective way to establish cross-domain trust and secure communication. However, the existing cross-domain authentication schemes of VANETs are limited to the same management or authentication technology for each domain and rely on centralized cross-domain identity management. Even distributed management solutions encounter latency sensitivity, security and privacy challenges. To address these challenges, we propose a blockchain-assisted revocable cross-domain authentication scheme for VANETs. The proposed scheme can establish trust between domain entities by deploying different authentication methods and using distributed management to avoid single-point failures. In addition, the scheme can revoke the identity of malicious vehicles by updating the group public key, thereby ensuring the security and privacy of cross-domain Vehicle-to-Vehicle (V2V) and Vehicle-to-Infrastructure (V2I) communication. This design avoids the additional impacts of blockchain technology constraints on the high mobility and real-time requirements of VANETs. Security analysis and performance evaluation show that our scheme can resist more attacks and has better security than other related schemes while also achieving a better balance between communication and computational cost. ","Authentication, Blockchains, Security, Privacy, Vehicular Ad Hoc Networks, Real Time Systems, Servers, Public Key, Polynomials, Licenses, VANE Ts, Cross Domain Authentication, Conditional Privacy Preserving, Blockchain, Smart Contract, Vehicular Ad Hoc Networks, Cross Domain Authentication, Computational Cost, Technology Management, Communication Cost, Secure Communication, Public Key, Security Analysis, Identity Management, Single Point Of Failure, Management Domain, Identity Authentication, Authentication Scheme, Vehicle Identification, Secret Key, Symmetric Encryption, Edge Server, Smart Contracts, Vehicle Communication, Roadside Units, Mutual Authentication, Query Time, Home Domain, Total Computational Cost, Consortium Blockchain, V 2 V Communication, Bilinear Pairing, V 2 I Communication, Secret Value ",https://www.computer.org/csdl/journal/tq/2025/05/10919182/251y4rmsL8Q,0
